customer_id,churn,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,charges_monthly,charges_total,cuentas_diarias
3771-PZOBW,0,Male,0.0,0,0,7.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.0,655.5,3.17
3774-VBNXY,0,Male,0.0,0,0,1.0,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,59.85,59.85,2.0
3776-EKTKM,1,Female,0.0,1,1,60.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.25,6758.45,3.84
3777-XROBG,0,Female,0.0,0,0,17.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.0,1144.5,2.33
3778-FOAQW,0,Female,0.0,1,1,67.0,0,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),36.15,2434.45,1.2
3779-OSWCF,0,Female,0.0,1,0,72.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,109.25,8109.8,3.64
3780-DDGSE,0,Female,0.0,1,1,45.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.9,1216.6,0.86
3780-YVMFA,0,Male,0.0,1,1,68.0,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),82.85,5776.45,2.76
3785-KTYSH,0,Male,0.0,0,0,37.0,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,40.55,1390.85,1.35
3785-NRHYR,0,Female,0.0,0,1,1.0,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,59.2,59.2,1.97
3786-WOVKF,0,Male,0.0,1,1,72.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.05,8289.2,3.8
3787-TRIAL,0,Male,0.0,0,0,68.0,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),39.9,2796.35,1.33
3791-LGQCY,1,Female,0.0,0,0,67.0,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),53.4,3579.15,1.78
3793-MMFUH,1,Female,0.0,1,1,24.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.7,571.75,0.82
3794-NFNCH,0,Female,0.0,0,1,10.0,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),73.55,693.3,2.45
3795-CAWEX,0,Female,1.0,0,0,45.0,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,97.05,4385.05,3.24
3795-GWTRD,0,Female,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,19.9,0.66
3796-ENZGF,0,Male,1.0,1,0,12.0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.35,1218.55,3.38
3797-FKOGQ,0,Male,0.0,1,1,63.0,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,75.7,4676.7,2.52
3797-VTIDR,1,Male,0.0,0,0,4.0,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.1,336.15,2.67
3798-EPWRR,0,Female,0.0,0,0,6.0,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,83.9,497.55,2.8
3799-ISUZQ,1,Male,1.0,1,0,68.0,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Electronic check,41.95,2965.75,1.4
3800-LYTRK,0,Female,0.0,1,0,72.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.4,1496.45,0.65
3801-HMYNL,1,Female,0.0,1,0,71.0,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),61.4,4310.35,2.05
3803-KMQFW,1,Female,0.0,1,1,72.0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),70.45,5165.7,2.35
3804-RVTGV,1,Male,0.0,0,0,9.0,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,86.25,770.5,2.88
3806-DXQOM,1,Male,1.0,0,0,60.0,1,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,71.75,4374.55,2.39
3806-YAZOV,0,Male,0.0,0,0,3.0,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),85.7,256.75,2.86
3807-BPOMJ,0,Female,0.0,0,1,26.0,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,49.5,1265.65,1.65
3807-XHCJH,0,Female,1.0,1,0,50.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.05,3444.85,2.37
3808-HFKDE,0,Male,0.0,0,0,1.0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),45.1,45.1,1.5
3810-DVDQQ,0,Female,0.0,0,0,41.0,1,No,DSL,No,No,No,Yes,No,No,One year,0,Bank transfer (automatic),50.05,2029.05,1.67
3810-PJUHR,0,Male,0.0,1,0,53.0,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),94.25,4867.95,3.14
3811-VBYBZ,1,Male,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,0.66
3812-LRZIR,0,Female,0.0,0,0,4.0,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,105.65,443.9,3.52
3813-DHBBB,0,Male,0.0,0,0,45.0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.65,4747.85,3.46
3814-MLAXC,1,Female,0.0,0,0,50.0,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),39.7,1932.75,1.32
3815-SLMEF,1,Male,0.0,1,0,23.0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,99.25,2186.4,3.31
3823-KYNQY,0,Male,0.0,1,1,44.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,25.7,1110.5,0.86
3824-RHKVR,0,Male,0.0,0,0,2.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,39.3,0.66
3831-YCPUO,0,Male,0.0,0,0,72.0,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),84.3,5997.1,2.81
3834-XUIFC,1,Male,0.0,1,1,42.0,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),45.1,2049.05,1.5
3836-FZSDJ,0,Female,0.0,0,0,26.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.95,1834.95,2.5
3838-OZURD,1,Female,0.0,0,1,12.0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.55,480.6,1.48
3841-CONLJ,0,Male,0.0,1,0,47.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),95.2,4563.0,3.17
3841-NFECX,0,Male,0.0,0,0,1.0,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,50.9,50.9,1.7
3842-IYKUE,1,Male,0.0,1,1,9.0,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,54.8,452.8,1.83
3842-QTGDL,0,Male,0.0,0,0,66.0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),68.75,4447.55,2.29
3845-FXCYS,0,Male,0.0,0,0,24.0,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.55,1210.4,1.65
3845-JHAMY,0,Male,0.0,1,1,57.0,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,59.6,3509.4,1.99
3847-BAERP,0,Female,1.0,1,0,42.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.05,3944.5,3.17
3850-OKINF,0,Male,0.0,0,0,20.0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.8,1641.3,2.63
3853-LYGAM,0,Female,1.0,0,0,23.0,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.4,1643.55,2.51
3855-ONCAR,0,Female,0.0,0,0,28.0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.6,2244.95,2.69
3858-VOBET,1,Female,0.0,1,1,70.0,1,Yes,DSL,Yes,No,No,No,No,Yes,One year,0,Bank transfer (automatic),65.2,4543.15,2.17
3858-XHYJO,0,Female,1.0,0,0,28.0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.15,3152.5,3.54
3859-CVCET,1,Female,0.0,1,1,34.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.95,894.3,0.83
3863-IUBJR,1,Male,0.0,0,0,1.0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.05,44.05,1.47
3863-QSTYI,0,Female,0.0,0,0,72.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.45,8013.55,3.88
3865-QBWSJ,0,Female,1.0,0,0,3.0,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,75.05,202.9,2.5
3865-YIOTT,0,Male,0.0,1,0,72.0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),92.3,6719.9,3.08
3865-ZFZIB,0,Female,0.0,1,1,67.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.9,1680.25,0.83
3865-ZYKAD,0,Female,0.0,0,0,11.0,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,76.4,838.7,2.55
3866-MDTUB,1,Female,0.0,1,0,58.0,1,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),65.25,3791.6,2.17
3870-MQAMG,1,Female,0.0,0,0,62.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.2,1123.65,0.64
3870-SPZSI,0,Male,0.0,0,0,71.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.9,1355.1,0.66
3871-IKPYH,1,Female,0.0,1,0,30.0,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),94.1,2804.45,3.14
3873-NFTGI,0,Male,0.0,0,0,72.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,1414.8,0.64
3873-WOSBC,0,Male,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.6,20.6,0.69
3874-EQOEP,1,Female,0.0,0,0,5.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,117.95,0.67
3877-JRJIP,1,Male,0.0,0,1,19.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.85,467.5,0.7
3878-AVSOQ,0,Male,0.0,0,0,8.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.7,168.9,0.66
3882-IYOIJ,0,Male,1.0,1,1,65.0,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,85.75,5688.45,2.86
3884-HCSWG,1,Male,0.0,0,0,36.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,695.85,0.68
3884-UEBXB,0,Female,0.0,1,0,42.0,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.25,2203.65,1.68
3886-CERTZ,1,Male,0.0,0,0,26.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,525.55,0.65
3887-PBQAO,0,Male,0.0,0,0,9.0,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.6,661.55,2.52
3889-VWBID,0,Female,1.0,0,0,1.0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.3,91.3,3.04
3890-RTCMS,0,Male,1.0,1,0,37.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.5,3473.4,3.08
3891-NLXJB,0,Female,0.0,0,0,6.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),109.9,669.45,3.66
3891-PUQOD,1,Female,0.0,0,0,2.0,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,60.85,111.4,2.03
3892-NXAZG,0,Male,1.0,1,1,71.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,1388.45,0.66
3893-JRNFS,0,Male,1.0,0,0,8.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,560.85,2.32
3896-RCYYE,0,Female,0.0,1,1,60.0,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.75,3069.45,1.66
3896-ZVNET,0,Male,0.0,1,1,38.0,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),78.95,2862.55,2.63
3898-BSJYF,0,Female,0.0,1,1,58.0,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.55,5511.65,3.05
3898-GUYTS,0,Male,0.0,0,0,25.0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),81.75,2028.8,2.72
3900-AQPHZ,1,Male,0.0,0,0,19.0,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),61.55,1093.2,2.05
3902-FOIGH,1,Female,0.0,1,0,31.0,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,1,Electronic check,64.0,1910.75,2.13
3902-MIVLE,0,Male,0.0,0,0,63.0,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.7,5309.5,2.89
3904-UKFRE,0,Female,1.0,0,0,56.0,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,96.85,5219.65,3.23
3908-BLSYF,1,Female,0.0,0,0,25.0,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,2369.05,3.32
3908-MKIMJ,0,Female,0.0,0,0,56.0,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),106.6,5893.95,3.55
3910-MRQOY,0,Male,0.0,0,0,27.0,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.35,1411.35,1.68
3911-RSNHI,0,Male,0.0,1,0,60.0,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,61.35,3766.2,2.04
3913-FCUUW,0,Female,0.0,1,1,21.0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.95,926.25,1.5
3913-RDSJZ,0,Male,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,20.8,0.69
3914-FDRHP,0,Male,0.0,0,0,19.0,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,78.25,1490.95,2.61
3915-ODIYG,0,Female,0.0,0,0,7.0,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,74.65,521.1,2.49
3916-NRPAP,0,Female,0.0,0,0,25.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.9,2809.05,3.63
3920-HIHMQ,0,Male,0.0,0,1,22.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.15,432.5,0.67
3923-CSIHK,1,Female,0.0,1,1,61.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.1,1551.6,0.8
3926-CUQZX,1,Male,0.0,1,1,6.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,138.85,0.66
3926-YZVVX,0,Male,1.0,1,0,29.0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.5,3004.15,3.28
3927-NLNRY,1,Female,1.0,1,0,31.0,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),50.4,1580.1,1.68
3930-ZGWVE,0,Female,0.0,1,0,72.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),94.25,6849.75,3.14
3932-CMDTD,1,Male,0.0,0,0,3.0,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.25,152.3,1.68
3932-IJWDZ,0,Male,0.0,0,0,3.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.3,220.4,2.34
3933-DQPWX,0,Female,0.0,0,0,2.0,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,30.9,59.05,1.03
3934-HXCFZ,1,Female,0.0,1,1,41.0,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),35.4,1412.4,1.18
3935-TBRZZ,0,Male,1.0,1,0,36.0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.5,3436.1,3.22
3936-QQFLL,0,Male,1.0,1,0,49.0,1,No,DSL,No,Yes,No,No,No,No,Two year,0,Mailed check,49.8,2398.4,1.66
3938-YFPXD,0,Male,0.0,1,0,71.0,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,105.25,7291.75,3.51
3941-XTSKM,0,Female,0.0,1,0,64.0,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),99.0,6375.8,3.3
3943-KDREE,1,Female,0.0,1,1,18.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,401.95,0.68
3945-GFWQL,1,Female,0.0,1,1,72.0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,107.45,7576.7,3.58
3946-JEWRQ,0,Male,0.0,1,1,58.0,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,0,Bank transfer (automatic),82.5,4828.05,2.75
3946-MHCZW,1,Female,0.0,0,0,7.0,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),78.55,522.95,2.62
3948-FVVRP,0,Male,0.0,0,0,7.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,96.2,639.7,3.21
3948-KXDUF,0,Male,0.0,0,0,3.0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.45,141.7,1.52
3948-XHGNA,1,Male,0.0,0,0,52.0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.05,5364.8,3.44
3950-VPYJB,0,Male,0.0,1,1,11.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.95,267.35,0.7
3951-NJCVI,0,Female,0.0,0,0,1.0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,49.5,49.5,1.65
3955-JBZZM,0,Female,0.0,0,0,33.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.4,2406.1,2.35
3956-CJUST,0,Female,0.0,1,0,52.0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),94.6,5025.8,3.15
3956-MGXOG,0,Female,0.0,1,1,36.0,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),51.05,1815.0,1.7
3957-HHLMR,0,Female,0.0,0,0,1.0,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,54.75,54.75,1.82
3957-LXOLK,1,Female,0.0,1,0,51.0,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,1,Electronic check,93.5,4619.55,3.12
3957-SQXML,0,Female,0.0,1,1,0.0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,73.35,,2.44
3961-SXAXY,0,Female,0.0,1,1,31.0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.2,3243.45,3.47
3963-RYFNS,0,Male,0.0,1,1,72.0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),87.55,6463.15,2.92
3966-HRMZA,0,Female,0.0,0,0,11.0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.75,1129.75,3.36
3967-KXAPS,0,Male,0.0,0,0,16.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,275.7,0.67
3967-VQOGC,0,Male,1.0,1,0,30.0,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,74.85,2181.75,2.49
3969-GYXEL,0,Male,0.0,0,0,72.0,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),65.55,4807.45,2.18
3969-JQABI,0,Female,0.0,1,0,13.0,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,76.2,981.45,2.54
3970-XGJDU,0,Female,0.0,0,0,8.0,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.15,563.65,2.37
3973-SKMLN,0,Female,0.0,0,0,19.0,0,No phone service,DSL,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),44.85,893.55,1.5
3976-BWUCK,1,Female,1.0,1,0,38.0,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Credit card (automatic),95.0,3591.25,3.17
3976-HXHCE,0,Male,0.0,0,0,9.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,178.5,0.68
3976-NLDEZ,0,Female,0.0,1,1,34.0,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,60.8,2042.05,2.03
3977-QCRSL,0,Male,0.0,1,1,71.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1301.1,0.66
3978-YNKDD,0,Female,1.0,1,0,3.0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.4,224.05,2.68
3981-QSVQI,0,Male,0.0,1,0,55.0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,104.15,5743.05,3.47
3982-DQLUS,0,Female,0.0,0,0,3.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,212.4,2.5
3982-JGSFD,0,Male,0.0,0,1,48.0,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),78.75,3682.45,2.62
3982-XWFZQ,1,Male,0.0,1,0,20.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,417.5,0.69
3985-HOYPM,0,Female,1.0,0,0,21.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.25,1973.75,3.14
3987-KQDDU,0,Male,0.0,0,1,34.0,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,103.8,3470.8,3.46
3988-RQIXO,1,Male,1.0,1,1,68.0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.65,5683.6,2.82
3990-QYKBE,1,Female,0.0,1,0,67.0,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Mailed check,65.65,4322.85,2.19
3992-YWPKO,1,Male,1.0,1,0,1.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,74.4,2.48
3995-WFCSM,0,Male,0.0,1,1,39.0,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),80.0,3182.95,2.67
3996-ZNWYK,0,Male,1.0,1,0,29.0,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,51.6,1442.0,1.72
3999-QGRJH,1,Female,0.0,0,0,1.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.55,69.55,2.32
3999-WRNGR,0,Female,0.0,1,1,67.0,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,59.55,4103.9,1.98
4000-VGMQP,0,Male,0.0,0,0,10.0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.5,863.1,2.98
4001-TSBTV,0,Female,0.0,1,1,56.0,1,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,0,Bank transfer (automatic),68.75,3815.4,2.29
4002-BQWPQ,0,Male,0.0,1,1,29.0,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,75.55,2054.4,2.52
4003-FUSHP,0,Female,1.0,0,0,7.0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.15,574.35,2.97
4003-OCTMP,0,Male,0.0,0,0,69.0,0,No phone service,DSL,No,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),35.75,2492.25,1.19
4006-HKYHO,0,Male,0.0,1,1,4.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.1,73.1,0.8
4007-NHVHI,0,Female,0.0,0,0,9.0,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.25,639.65,2.48
4009-ALQFH,1,Female,1.0,0,0,35.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),110.8,3836.3,3.69
4010-YLMVT,0,Male,1.0,0,0,71.0,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,106.8,7623.2,3.56
4011-ARPHK,0,Female,0.0,1,1,58.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),24.5,1497.9,0.82
